-0.000000000000000000e+00 -1.336337777255271805e-04 -2.675233100611447618e-04 -4.019027616587344978e-04 -5.369699159422349150e-04 -6.728678532797973582e-04 -8.096665584703726043e-04 -9.473446068006393869e-04 -1.085771224821619786e-03 -1.224689201304601620e-03 -1.363699328562552717e-03 -1.502247272168966141e-03 -1.639613978857054274e-03 -1.774910910728255816e-03 -1.907081503276389671e-03 -2.034910242923242737e-03 -2.157040602013203870e-03 -2.272002715474381526e-03 -2.378251108600352298e-03 -2.474211992104249479e-03 -2.558338670867290384e-03 -2.629172556467164815e-03 -2.685406267294689845e-03 -2.725944513381271198e-03 -2.749958069699366334e-03 -2.756926279648153413e-03 -2.746664260050251521e-03 -2.719332252918248930e-03 -2.675426227600704188e-03 -2.615750634140705244e-03 -2.541375867200452738e-03 -2.453584274178882696e-03 -2.353809271277924279e-03 -2.243572269916094784e-03 -2.124421723402254800e-03 -1.997877818153587746e-03 -1.865385328701051624e-03 -1.728276100792749959e-03 -1.587741658723770778e-03 -1.444815641367839599e-03 -1.300365198315305308e-03 -1.155090125393446387e-03 -1.009528362485846448e-03 -8.640664757095188999e-04 -7.189538556094939937e-04 -5.743195404829216574e-04 -4.301907831821007687e-04 -2.865126928267225305e-04 -1.431684797983460956e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.675233100611447618e-04 -5.355762820358995818e-04 -8.046454413858926706e-04 -1.075144545603749563e-03 -1.347377847465119861e-03 -1.621503108885498541e-03 -1.897494629415877277e-03 -2.175106850758547379e-03 -2.453839464500348969e-03 -2.732905372172719175e-03 -3.011203301744982356e-03 -3.287297335451069055e-03 -3.559405995938623533e-03 -3.825403798354615279e-03 -4.082838216557973902e-03 -4.328964735448150546e-03 -4.560801977991389006e-03 -4.775207742466886646e-03 -4.968975155572570059e-03 -5.138946116630190887e-03 -5.282136957820792074e-03 -5.395869062602525780e-03 -5.477895437048040106e-03 -5.526513304289516586e-03 -5.540653008461445504e-03 -5.519935022234565870e-03 -5.464689561327159238e-03 -5.375936873413766220e-03 -5.255330142751220464e-03 -5.105066516213390727e-03 -4.927774466397937848e-03 -4.726387216199096249e-03 -4.504012166827011353e-03 -4.263805348454771833e-03 -4.008858167379204807e-03 -3.742101543288188590e-03 -3.466230282751893779e-03 -3.183648507793943039e-03 -2.896435331882806982e-03 -2.606328826091472341e-03 -2.314725638137542490e-03 -2.022693353799261042e-03 -1.730992732966026189e-03 -1.440107214027723645e-03 -1.150277471090104106e-03 -8.615392548736100975e-04 -5.737631943528857022e-04 -2.866956433930248978e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.682689839332073173e-04 -5.371221313247476377e-04 -8.071006206919319279e-04 -1.078672916948172043e-03 -1.352197790556260940e-03 -1.627886761768999706e-03 -1.905766128344975850e-03 -2.185639041734819665e-03 -2.467048482523593895e-03 -2.749242443640147887e-03 -3.031143141638823098e-03 -3.311322608929385437e-03 -3.587987519757967515e-03 -3.858976493135806568e-03 -4.121773296313297266e-03 -4.373539224387762783e-03 -4.611167332826568606e-03 -4.831360048027128103e-03 -5.030729929207253953e-03 -5.205921050666277236e-03 -5.353745796075205787e-03 -5.471329134171023720e-03 -5.556250135612544189e-03 -5.606669110787325383e-03 -5.621428755435819297e-03 -5.600119339355587658e-03 -5.543101194137877580e-03 -5.451482115790308447e-03 -5.327052074696149095e-03 -5.172181985595573558e-03 -4.989696511635708688e-03 -4.782732525951859798e-03 -4.554594862696787622e-03 -4.308619611217010675e-03 -4.048052899590448908e-03 -3.775950393978354420e-03 -3.495100065766711638e-03 -3.207968477480578791e-03 -2.916669090189283331e-03 -2.622949947223980095e-03 -2.328197494024188477e-03 -2.033453149511818461e-03 -1.739439427807405129e-03 -1.446592801421471303e-03 -1.155100997106259372e-03 -8.649429455046236514e-04 -5.759301109350509641e-04 -2.877483732569188594e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.694466058810901531e-04 -5.395682635678499808e-04 -8.109973915045143962e-04 -1.084294022349882982e-03 -1.359908533803099546e-03 -1.638143258273356152e-03 -1.919112946639139851e-03 -2.202704378524569968e-03 -2.488535824990080643e-03 -2.775917581338751151e-03 -3.063815389890837178e-03 -3.350819240389244207e-03 -3.635120720087767991e-03 -3.914502705544669822e-03 -4.186345625690199475e-03 -4.447654626748852140e-03 -4.695111555454118540e-03 -4.925154571712721599e-03 -5.134086277838480032e-03 -5.318208491586003291e-03 -5.473978355338362904e-03 -5.598176752831304955e-03 -5.688076615206295872e-03 -5.741596405644272365e-03 -5.757423616865538045e-03 -5.735094976332015711e-03 -5.675024222486849991e-03 -5.578474197578798741e-03 -5.447476519105474459e-03 -5.284707974447715693e-03 -5.093336952423812951e-03 -4.876855087044392779e-03 -4.638908835144349256e-03 -4.383143418770559831e-03 -4.113068175759369838e-03 -3.831948643534627014e-03 -3.542727269285973583e-03 -3.247971883239713677e-03 -2.949849151557172242e-03 -2.650119124335401175e-03 -2.350146584517689031e-03 -2.050925009083431807e-03 -1.753109395773553344e-03 -1.457054832285475726e-03 -1.162858371722608761e-03 -8.704024462549408156e-04 -5.793986501957892020e-04 -2.894312277936784386e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.709650916210628604e-04 -5.427324060792274073e-04 -8.160622614853917101e-04 -1.091643548377812774e-03 -1.370056309464337974e-03 -1.651732429585331657e-03 -1.936914141069524635e-03 -2.225610371052590391e-03 -2.517551396970738650e-03 -2.812142850808403011e-03 -3.108420830244715619e-03 -3.405010727119362098e-03 -3.700093333310983633e-03 -3.991382751083501733e-03 -4.276121482676464684e-03 -4.551098600966889049e-03 -4.812696847423639061e-03 -5.056973569763699959e-03 -5.279778329787507794e-03 -5.476906632676555378e-03 -5.644284645255820410e-03 -5.778174431670926939e-03 -5.875383998693870305e-03 -5.933462497376761763e-03 -5.950859534233745099e-03 -5.927029628054194046e-03 -5.862468562681012046e-03 -5.758676874431404788e-03 -5.618055242061246318e-03 -5.443745035830655117e-03 -5.239432997092611198e-03 -5.009141103719457443e-03 -4.757021284472101423e-03 -4.487170701640878605e-03 -4.203478087193551933e-03 -3.909506281219560751e-03 -3.608411540788190007e-03 -3.302896811793031712e-03 -2.995194078636592531e-03 -2.687069977581371151e-03 -2.379848809312687993e-03 -2.074447619092772803e-03 -1.771418866679504937e-03 -1.470997181220903231e-03 -1.173147651625059502e-03 -8.776139596353819700e-04 -5.839653826686583542e-04 -2.916422664447971039e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.726966425281376893e-04 -5.463585632817489785e-04 -8.219104873489651349e-04 -1.100207799205222148e-03 -1.381999368556484451e-03 -1.667887501067974714e-03 -1.958284351518695902e-03 -2.253364444831993177e-03 -2.553013400422865682e-03 -2.856773584389504621e-03 -3.163788256060376738e-03 -3.472746849757262465e-03 -3.781835327651610588e-03 -4.088696989578751578e-03 -4.390410583948831102e-03 -4.683493777315889117e-03 -4.963940636377060442e-03 -5.227301280950663945e-03 -5.468809772640652669e-03 -5.683562209476590230e-03 -5.866740811825098961e-03 -6.013871967296051044e-03 -6.121097930227647338e-03 -6.185435011666332375e-03 -6.204987840620028797e-03 -6.179091430767153989e-03 -6.108360908161379610e-03 -5.994641588215799191e-03 -5.840866718989283154e-03 -5.650843040834820780e-03 -5.428992434422897501e-03 -5.180080083476182665e-03 -4.908956324684984537e-03 -4.620332499268658966e-03 -4.318602850615407482e-03 -4.007716697470196758e-03 -3.691098930330553342e-03 -3.371612788125946843e-03 -3.051556782981582755e-03 -2.732687151022655456e-03 -2.416257809643075453e-03 -2.103071022261098974e-03 -1.793533437939332734e-03 -1.487713632116492279e-03 -1.185398579154085200e-03 -8.861475712794346718e-04 -5.893429493172223487e-04 -2.942376465491886809e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.744767535208423540e-04 -5.501167819507574164e-04 -8.280450913095574808e-04 -1.109321194786797287e-03 -1.394902922914743708e-03 -1.685606177749009171e-03 -1.982059494733050091e-03 -2.284652537443782050e-03 -2.593478074538365687e-03 -2.908267639031005165e-03 -3.228322017668713330e-03 -3.552439026782082745e-03 -3.878842737178162664e-03 -4.205120389971742090e-03 -4.528175566226189802e-03 -4.844208443718600945e-03 -5.148735693938434263e-03 -5.436663019844367034e-03 -5.702421627479829433e-03 -5.940175201070823849e-03 -6.144095703405553013e-03 -6.308694846249214908e-03 -6.429184898685658123e-03 -6.501830535150224591e-03 -6.524246505730375151e-03 -6.495597579134270577e-03 -6.416668998657644798e-03 -6.289795789925724592e-03 -6.118662585416432750e-03 -5.908005729482326135e-03 -5.663261218060124808e-03 -5.390203695921283802e-03 -5.094614816306982860e-03 -4.782007303226821701e-03 -4.457417881855421996e-03 -4.125270767964992272e-03 -3.789305162695193879e-03 -3.452555479429748886e-03 -3.117371326970832211e-03 -2.785464726527555647e-03 -2.457973766980931472e-03 -2.135534181910626016e-03 -1.818352663025530822e-03 -1.506277815887471175e-03 -1.198866383706432334e-03 -8.954436889454589488e-04 -5.951582067077242164e-04 -2.970308516468735680e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.761046663512473987e-04 -5.536037418730488380e-04 -8.338569463170672491e-04 -1.118164862124263522e-03 -1.407734887784325983e-03 -1.703641805888281117e-03 -2.006781247479097995e-03 -2.317814497921904734e-03 -2.637103424658447312e-03 -2.964634910605933385e-03 -3.299935167060945307e-03 -3.641975806948798133e-03 -3.989075701430979184e-03 -4.338805482861553958e-03 -4.687905032035300651e-03 -5.032228113501938452e-03 -5.366731885164384083e-03 -5.685531277361367125e-03 -5.982037772622199670e-03 -6.249197268476128220e-03 -6.479831095494728577e-03 -6.667067593113872731e-03 -6.804830651271874531e-03 -6.888330716573399376e-03 -6.914489640015095834e-03 -6.882230394292053466e-03 -6.792579966535611941e-03 -6.648566184245863209e-03 -6.454927718689364158e-03 -6.217688962171348532e-03 -5.943668753888728395e-03 -5.639991580783664665e-03 -5.313655759182682459e-03 -4.971192195083158974e-03 -4.618426328289083546e-03 -4.260339198363693666e-03 -3.901012963239922429e-03 -3.543641356446528695e-03 -3.190585109866162297e-03 -2.843454644193728342e-03 -2.503205899572732811e-03 -2.170239014528300460e-03 -1.844493048412148423e-03 -1.525532797450820238e-03 -1.212625914719583659e-03 -9.048100728951554393e-04 -6.009509239216555970e-04 -2.997922416878325133e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.773445945039621245e-04 -5.563448350844721248e-04 -8.386269486825798439e-04 -1.125767713435413351e-03 -1.419264204583794292e-03 -1.720496762339582264e-03 -2.030682784389109888e-03 -2.350818939518932449e-03 -2.681609549454223168e-03 -3.023379324779230937e-03 -3.375969544411201381e-03 -3.738618356165011522e-03 -4.109828392132990407e-03 -4.487228556116258302e-03 -4.867441752605524904e-03 -5.245976320531878234e-03 -5.617165367294639500e-03 -5.974183724673738649e-03 -6.309174674525554194e-03 -6.613514989189429177e-03 -6.878234151563522580e-03 -7.094580018379842423e-03 -7.254689964843939048e-03 -7.352289992857717615e-03 -7.383315977573384759e-03 -7.346345011389095181e-03 -7.242750029787727029e-03 -7.076544856697643965e-03 -6.853952531791267233e-03 -6.582783735590503477e-03 -6.271737353904155432e-03 -5.929729008067933377e-03 -5.565325070832679438e-03 -5.186323132972070482e-03 -4.799486661904769219e-03 -4.410417994320129514e-03 -4.023541127640454032e-03 -3.642162175886748746e-03 -3.268577786664911972e-03 -2.904207348431706026e-03 -2.549731257728296563e-03 -2.205223520446279034e-03 -1.870271887143808674e-03 -1.544082403404653872e-03 -1.225567794493032450e-03 -9.134207192032345844e-04 -6.061738653634603582e-04 -3.022493392459096699e-04 -0.000000000000000000e+00
-0.000000000000000000e+00 -2.779281037409331474e-04 -5.577985214141726635e-04 -8.415315056462618036e-04 -1.131011724228352111e-03 -1.428063985402075291e-03 -1.734420863785864422e-03 -2.051679086989299274e-03 -2.381241276469894808e-03 -2.724239472249596894e-03 -3.081436970138906606e-03 -3.453105599107579235e-03 -3.838876993307573093e-03 -4.237569085246648340e-03 -4.646993432586066231e-03 -5.063755507333962680e-03 -5.483068878982470806e-03 -5.898614866934027978e-03 -6.302490209935333876e-03 -6.685293540607123441e-03 -7.036402137277901481e-03 -7.344477513466889096e-03 -7.598206568776050274e-03 -7.787233271271527119e-03 -7.903172058307827291e-03 -7.940537807836690887e-03 -7.897405805964905628e-03 -7.775651030259799618e-03 -7.580708489549302376e-03 -7.320912877482130959e-03 -7.006568218475273807e-03 -6.648934078649762491e-03 -6.259293488472768285e-03 -5.848211389506027119e-03 -5.425028635393198267e-03 -4.997584824756273053e-03 -4.572131408787417223e-03 -4.153383606817381141e-03 -3.744660350502916971e-03 -3.348069722074525564e-03 -2.964708330472336922e-03 -2.594853721112904896e-03 -2.238137728694654383e-03 -1.893695213257344002e-03 -1.560287024879153904e-03 -1.236398739568248320e-03 -9.203181684880666451e-04 -6.101952836636719869e-04 -3.040883555440001586e-04 -0.000000000000000000e+00
